,Channel_name,Video_title,Video_url
27,Coin Bureau,"Crypto News: BTC Halving, ETH, Solana Transactions, ENA &amp; MORE!!",https://www.youtube.com/watch?v=Q-I8Tw9fkhM
28,Coin Bureau,This BITCOIN Whale Won’t Stop!! What’s Their End Game?,https://www.youtube.com/watch?v=W7Toh-6aeJ8
29,Coin Bureau,Crypto in 2024 &amp; BTC Price Predictions: Tim Draper &amp; Raoul Pal!!,https://www.youtube.com/watch?v=kfOeVUbbx9Y
30,Craig Percoco,"LIVE TRADING CRYPTO - How To Make $2,517 In A Day [100x Strategy]",https://www.youtube.com/watch?v=LrKc5Pofy08
31,Craig Percoco,The Most Valuable Trading Lessons I WISH I knew!,https://www.youtube.com/watch?v=AWYyhPPaPCo
32,Craig Percoco,"How To Make $7,838 In a Week Trading Crypto Altcoins [LIVE TRADING]",https://www.youtube.com/watch?v=KGIcJYMAi5E
33,Craig Percoco,My Day Trading Strategy for Placing Trades!,https://www.youtube.com/watch?v=kVQxMwTlCzI
34,Craig Percoco,Easy First Thing To Do When Trading! #tradiing,https://www.youtube.com/watch?v=CPSb3tKwWxQ
35,Craig Percoco,How To Easily Trade with Leverage #trading,https://www.youtube.com/watch?v=uF2YGHQfmJo
36,Craig Percoco,More Money POURING Into The Crypto Space! #Crypto #Profits #Daytrading,https://www.youtube.com/watch?v=CuPG2V-EHyw
37,Craig Percoco,Bitcoin is Making HUGE Moves!,https://www.youtube.com/watch?v=K64qydQvb84
38,Craig Percoco,My ALTCOIN Gameplan for 2024!,https://www.youtube.com/watch?v=H16yIU1Lp9s
39,Craig Percoco,"How To Grow $100 To $10,000 Trading Crypto In 2024 | 100x Strategy",https://www.youtube.com/watch?v=GyTko3zUuXY
40,Coinsider,The Case for $DEGEN: Base + Farcaster + Layer 3 Memechain,https://www.youtube.com/watch?v=FlhXXshQ2r0
41,Coinsider,The Bull Market Is Over When THIS Happens,https://www.youtube.com/watch?v=bBucaPF-zbU
42,Coinsider,The Best Crypto Exchange for Beginners Is… (Not What You&#39;d Expect),https://www.youtube.com/watch?v=50J5efBG2gA
43,Coinsider,The Hottest DePIN Project... Peaq! #ad,https://www.youtube.com/watch?v=AY-IkSZBXPM
44,Coinsider,Altseason is FOR REAL! Let&#39;s Find the Best Projects Together!,https://www.youtube.com/watch?v=95Xc0btgUQQ
45,Coinsider,The Most Thorough Analysis of Kaspa $KAS Tokenomics Ever,https://www.youtube.com/watch?v=GGfd714yH08
46,Coinsider,Time to Buy $GMX? What You NEED to Know!,https://www.youtube.com/watch?v=yiU9lFty3TY
47,Coinsider,How to Never Go Broke (By Staking $ETH),https://www.youtube.com/watch?v=hb71zLOUwm0
48,Coinsider,Why I’m Buying As Much $ATOM As Possible!,https://www.youtube.com/watch?v=jffo1a3atkA
49,Coinsider,Worldcoin,https://www.youtube.com/watch?v=USKePiypSaM
50,VirtualBacon,Why I like GPU network crypto,https://www.youtube.com/watch?v=MQG6rZNQxo8
51,VirtualBacon,Will Bitcoin Miners CRASH Price After the Halving?,https://www.youtube.com/watch?v=eRltcLxFtNE
52,VirtualBacon,Why I bought Aethir crypto,https://www.youtube.com/watch?v=_6xcVFQ_Gkc
53,VirtualBacon,Why I like Gamer coin,https://www.youtube.com/watch?v=d85V0kosx-A
54,VirtualBacon,Why I’m buying this Dog meme coin,https://www.youtube.com/watch?v=wEBtFY8-yZg
55,VirtualBacon,Why I’m buying this Dog meme coin,https://www.youtube.com/watch?v=QZqtbbFf9pM
56,VirtualBacon,How to Prepare for the Bitcoin Halving 2024,https://www.youtube.com/watch?v=r6BMtNp4YKI
57,VirtualBacon,How I’m finding alpha on Farcaster app,https://www.youtube.com/watch?v=eBQPqFwFHyU
58,VirtualBacon,Is this the most explosive meme coin on base blockchain?,https://www.youtube.com/watch?v=YiJtk_SJHnU
59,VirtualBacon,Why I bought this Anime meme coin,https://www.youtube.com/watch?v=h6ApXcD3Vms
60,Krypto Cove,Init Capital Airdrop Guide,https://www.youtube.com/watch?v=e6wkHyz3gPE
61,Krypto Cove,MULTIPLE Airdrop Claims Live Today &amp; More Alpha 💸,https://www.youtube.com/watch?v=UnKFC_lHZAM
62,Krypto Cove,SURPRISE Airdrop Claim &amp; More Alpha 🤑,https://www.youtube.com/watch?v=_WtFk-tChDg
63,Krypto Cove,These Airdrops Could Generate BIG $$$$,https://www.youtube.com/watch?v=nBsCeANf-TM
64,Krypto Cove,"CLAIM 4 Airdrops Today, More On The Way 🪂",https://www.youtube.com/watch?v=eVSvmsauW4E
65,Krypto Cove,Want Crypto Airdrops?? Do THESE Tasks Today,https://www.youtube.com/watch?v=qGWMghfh-SI
66,Krypto Cove,Zeta $Z Airdrop Guide [Underfarmed &amp; Still Time!!],https://www.youtube.com/watch?v=POVR6G5QFow
67,Krypto Cove,"NEW 5-for-1 Airdrop Strategy 🪂 [$SCRL, $KELP, $EIGEN, $LAB, $LIFI]",https://www.youtube.com/watch?v=1hcVVPN0Msc
68,Krypto Cove,I&#39;m Farming THESE Airdrops Now!,https://www.youtube.com/watch?v=f2lgfXtFN0g
69,Krypto Cove,BIG Crypto Airdrop News (&amp; Some Drama...) Ep. 69 🪂,https://www.youtube.com/watch?v=It1D_ErprPw
70,Crypto Insight,🚨Long-Term Trading Plan for Ethereum: Avoiding Black Swan Events,https://www.youtube.com/watch?v=Ly7xHJKHRNI
71,Crypto Insight,🚨This is the Ethereum Trading Strategy: Trend Line Analysis and Micro Defence Zone,https://www.youtube.com/watch?v=bMVkDlrMiJc
72,Crypto Insight,🚨CRYPTO COLLAPSE IMMINENT! ✅ Crypto Analysis | CRYPTO INSIGHT | BITCOIN | ETHEREUM | CARDANO | SHIB,https://www.youtube.com/watch?v=QvFCqUPBmj0
73,Crypto Insight,🚨This is The Escalating Iran-Israel Conflict and Its Potential Impact on Cryptocurrencies,https://www.youtube.com/watch?v=bHCeIeZ01sM
74,Crypto Insight,🚨This is the Impact of Iran-Israel Conflict on Cryptocurrencies,https://www.youtube.com/watch?v=IKD-RRKQECM
75,Crypto Insight,🚨GET READY FOR A BEAR MARKET! ✅ Crypto Analysis | CRYPTO INSIGHT | BITCOIN | ETHEREUM | CARDANO,https://www.youtube.com/watch?v=UISB-NeJufs
76,Crypto Insight,🚨This is Trading Strategy: Reentering the Market After a Trap,https://www.youtube.com/watch?v=EwinyZNpaOU
77,Crypto Insight,🚨This is Trading Without Ego: Understanding Short Positions,https://www.youtube.com/watch?v=IQB7WUSl6bs
78,Crypto Insight,🚨WILL THE NEW WAR END CRYPTO? ✅ Crypto Analysis | CRYPTO INSIGHT | BITCOIN | ETHEREUM | CARDANO,https://www.youtube.com/watch?v=rdV4DzrEiU4
79,Crypto Insight,🚨BITCOIN TO SKYROCKET! ✅ Crypto Analysis | CRYPTO INSIGHT | ETHEREUM | CARDANO | SHIBA INU,https://www.youtube.com/watch?v=ajiCOacYgzs
80,Crypto Insight,Updated Renzo Protocol Airdrop on Eigenlayer | Multiple Airdrop Farming Tutorial,https://www.youtube.com/watch?v=RM4SGVx3blE
81,Crypto Insight,Zoth Fi Airdrop Farming on Berachain | Farm For Free,https://www.youtube.com/watch?v=eq_8Xbg-fsU
82,Crypto Insight,Complete Xion Burnt ($XION) Airdrop Farming Tutorial | No Investment Required,https://www.youtube.com/watch?v=hAatPpAliDs
83,Crypto Insight,Gitcoin Passport Humanity Score For ZkSync Era Airdrop | Latest Updates,https://www.youtube.com/watch?v=o_pV8L-LXuE
84,Crypto Insight,Blastoff Airdrop Farming Tutorial on Blast L2 Ethereum,https://www.youtube.com/watch?v=oZSspeM1JrY
85,Crypto Insight,ZkSync Era Users Can Claim This Crypto Airdrop Now,https://www.youtube.com/watch?v=rPgQh6JtlVM
86,Crypto Insight,"Round 2 Jupiter Exchange Voting For Airdrops on Solana | WEN, JUP and So Much More",https://www.youtube.com/watch?v=gyzoKtwbNNM
87,Crypto Insight,Multiple Airdrops Along With Farming Berchain Airdrop For Free,https://www.youtube.com/watch?v=abtArxOIjuI
88,Crypto Insight,New Layer3 Interface To Farm Airdrops | Season 1 Layer3 Airdrop Tutorial,https://www.youtube.com/watch?v=mnFZvi_HehE
89,Crypto Insight,Sender Wallet Airdrop Farming Tutorial by Sender Labs | Backed By Binance Labs,https://www.youtube.com/watch?v=tkrZuTv0cC8
90,CoinGecko,How HIGH can ETH go in 2024??,https://www.youtube.com/watch?v=LDXclEMdXB0
91,CoinGecko,"Crypto’s LATEST: Where NEXT After Bitcoin ATH, Signs of Market Weakness?!",https://www.youtube.com/watch?v=edXbBr-3Xks
92,CoinGecko,Liquidity ➡️ Volume??,https://www.youtube.com/watch?v=h1rF90zR_T8
93,CoinGecko,Manta Network Explained! Any POTENTIAL For This Modular Blockchain in 2024??,https://www.youtube.com/watch?v=DxaolQnV5Gg
94,CoinGecko,Will Injective dominate 2024 again??🤔,https://www.youtube.com/watch?v=wcWT5yAWHzE
95,CoinGecko,Top 2 protocols you should KNOW on Solana!!,https://www.youtube.com/watch?v=JyBe0mV9ySA
96,CoinGecko,5 DAYS TILL HALVING!!,https://www.youtube.com/watch?v=VrNdqDda91k
97,CoinGecko,What exactly is the DENCUN upgrades??,https://www.youtube.com/watch?v=OX3oC3-Lm0w
98,CoinGecko,10x CHEAPER Gas?? This Ethereum Upgrade Will Be a GAMECHANGER!!,https://www.youtube.com/watch?v=6M5yOCPO4oU
99,CoinGecko,Phantom Wallet HIDDEN feature??,https://www.youtube.com/watch?v=LlOoLjOo-eE
100,Francis Dhun Uncensored ,🚨 RUNES PROTOCOL IS A DIRTY CORRUPT MONOPOLIZED GAME,https://www.youtube.com/watch?v=hK1Wty9BxO8
101,Francis Dhun Uncensored ,(🚨URGENT) This RUNES platform pays you in BITCOIN | Airdrop ends tonight,https://www.youtube.com/watch?v=VgqvJG8oz3c
102,Francis Dhun Uncensored ,(🚨URGENT) RUNES AIRDROP ONLY 24 hrs LEFT TO QUALIFY,https://www.youtube.com/watch?v=HmLQcquuw68
103,Francis Dhun Uncensored ,(🚨Urgent) This RUNES token airdrop ends soon,https://www.youtube.com/watch?v=7RojAHHKTts
104,Francis Dhun Uncensored ,I found the next 100x opportunity on Bitcoin,https://www.youtube.com/watch?v=5_PJSojGvjs
105,Francis Dhun Uncensored ,How to ETCH YOUR OWN RUNES TOKEN explained,https://www.youtube.com/watch?v=_UbHtq0aYEo
106,Francis Dhun Uncensored ,Runes Runes and more Runes Alpha,https://www.youtube.com/watch?v=pC39rgQgwx0
107,Francis Dhun Uncensored ,SHNT is now a RUNES TOKEN ?? WTF,https://www.youtube.com/watch?v=kLY9yCXPQfs
108,Francis Dhun Uncensored ,MerlinSwap Token $MP Update #bitcoin #crypto #airdrop,https://www.youtube.com/watch?v=lsoxyTR9PCs
109,Francis Dhun Uncensored ,🔥 HUHU meme coin 30x in gains #meme #crypto #bitcoin,https://www.youtube.com/watch?v=RYeI24EIPBU
110,JRNY Crypto,"BITCOIN NEW ATH, MEME COINS UP OVER 100%, THE MADNESS BEGINS",https://www.youtube.com/watch?v=YMKTKaoG9No
111,JRNY Crypto,THIS IS CRAZY FOR CRYPTO,https://www.youtube.com/watch?v=AUUPQ7uhTyw
112,JRNY Crypto,This Is Game Changing for Crypto... (WATCH THIS BEFORE IT&#39;S TOO LATE),https://www.youtube.com/watch?v=S-CyI4KMPus
113,JRNY Crypto,The perfect storm is coming to Crypto...,https://www.youtube.com/watch?v=EFJXhoiuvQU
114,JRNY Crypto,Charles Hoskinson on Cardano being a security 👀  #crypto #cardano #bitcoin  #cryptonews,https://www.youtube.com/watch?v=86TtBi3GbDU
115,JRNY Crypto,What Just Happened?! Crypto Market Panic,https://www.youtube.com/watch?v=eKoHfmkeEUk
116,JRNY Crypto,CRYPTO MARKET COLLAPSE (What I&#39;m Buying),https://www.youtube.com/watch?v=UuGNhX3xAFc
117,JRNY Crypto,The ETH Merge Is HUGE! Crypto Market Pump Coming?,https://www.youtube.com/watch?v=7kDgGbjPBa8
118,JRNY Crypto,Huge Crypto Market Crash... What&#39;s Happening?!,https://www.youtube.com/watch?v=tTYlghnU5aY
119,JRNY Crypto,I have an announcement,https://www.youtube.com/watch?v=IzOu380LJRc
120,InvestAnswers,Retire on $30K Update: BTC vs TSLA Showdown🌟,https://www.youtube.com/watch?v=iobCrLwL-8g
121,InvestAnswers,🚀 Crypto Clash: SOL 🆚 SEI 🆚 SUI + Fin Buzz 🌟,https://www.youtube.com/watch?v=tMU7KRxE54o
122,InvestAnswers,📈Not Enuf Bitcoin: ETF Impact &amp; Price Forecasts🚀,https://www.youtube.com/watch?v=I7NgiPSxkjA
123,InvestAnswers,Why Big Gains Come Post-Bitcoin Halving🌟,https://www.youtube.com/watch?v=lNSuCFu9giA
124,InvestAnswers,⛏️Bitcoin Miners: Who Lives - Who Dies? Who&#39;s Best!⛏️,https://www.youtube.com/watch?v=RsTjIUYLiBo
125,InvestAnswers,🌊Bitcoin&#39;s Fear Fuels FOMO Surge in 24 Hours⏳,https://www.youtube.com/watch?v=1KDc_1cMLHQ
126,InvestAnswers,🔍 Bitcoin Daily: The Mr 100 Mystery! 🕵️‍♂️,https://www.youtube.com/watch?v=ktlTGdBSvps
127,InvestAnswers,🔥 OCTA: Alts Crushed 📉 Fed Triggers Fear,https://www.youtube.com/watch?v=jQ4JdGhO8Cs
128,InvestAnswers,Bitcoin Daily: Derisking for War &amp; Impact,https://www.youtube.com/watch?v=Tmm3O8-32ac
129,InvestAnswers,🚀 Chinese BTC ETF Launch: 450 Daily in 4 Days! 🌟,https://www.youtube.com/watch?v=kWX1bjqVhlY
130,Digital Asset News,"POST-HALVING: BITCOIN FEES ARE OUT OF CONTROL. ORDINALS, RUNES &amp; DYNAMIC DCA.",https://www.youtube.com/watch?v=RVxm-Zwppac
131,Digital Asset News,"Q&amp;A - POST-HALVING: BITCOIN FEES ARE OUT OF CONTROL. ORDINALS, RUNES &amp; DYNAMIC DCA.",https://www.youtube.com/watch?v=H_XsefxZZ_s
132,Digital Asset News,DCA BITCOIN AFTER THE HALVING? RISK V. REWARD? WHAT IS THE HALVING?,https://www.youtube.com/watch?v=R-IDAjATtV0
133,Digital Asset News,Q&amp;A - DCA BITCOIN AFTER THE HALVING? RISK V. REWARD? WHAT IS THE HALVING?,https://www.youtube.com/watch?v=UhD5N0bIULM
134,Digital Asset News,"BITCOIN HALVING &amp; REAL WORLD TOKENIZATION. XRP, ETH OR BTC?",https://www.youtube.com/watch?v=JYZ423LKrlA
135,Digital Asset News,TIME TO ACCUMULATE AS CRYPTO PRICES FALL. HERE’S WHY BEARS ARE BACK.,https://www.youtube.com/watch?v=SLgoykMZIZU
136,Digital Asset News,Q&amp;A - TIME TO ACCUMULATE AS CRYPTO PRICES FALL. HERE’S WHY BEARS ARE BACK.,https://www.youtube.com/watch?v=ISIIsOnc-8c
137,Digital Asset News,THE RUNES PROTOCOL WILL TRANSFORM BITCOIN FOREVER.,https://www.youtube.com/watch?v=6hHWVpgssGU
138,Digital Asset News,OFFICIAL: PRO-CRYPTO JOHN DEATON V. WARREN. MASSIVE ETH UPGRADE &amp; TETHER RESERVE PRINTING,https://www.youtube.com/watch?v=vaw43t5LDUo
139,Digital Asset News,MARKET DUMPS. FED STAYS STRONG WITH NO PIVOT! XRP HACK &amp; JUPITER DROP.,https://www.youtube.com/watch?v=Y_5Ue_mC6Eo
140,Crypto Banter,Buy Your 1st Solana Meme Coin! [Step-By-Step Tutorial],https://www.youtube.com/watch?v=DHxt2JIVYNY
141,Crypto Banter,HUGE Mistake Or Massive Success?!  (Ran’s Big Surprise),https://www.youtube.com/watch?v=R7QrgqxyTCo
142,Crypto Banter,We Launched the BIGGEST Memecoin Of 2024 And Are Giving It To The Community!,https://www.youtube.com/watch?v=FDuKS9jQxRU
143,Crypto Banter,EVERYTHING You NEED To Know About The Bitcoin Halving!,https://www.youtube.com/watch?v=aT9HrJ3eBoI
144,Crypto Banter,My 10 Favorite Meme Coins [For INFINITE Profits!],https://www.youtube.com/watch?v=YfYsyQHBHdk
145,Crypto Banter,Can We TRUST This Crypto Bounce? [NEXT BITCOIN PRICE TARGET],https://www.youtube.com/watch?v=W6QbxE3QSdQ
146,Crypto Banter,You&#39;ll Never Get The Chance To Own 0.1 Bitcoin Again!,https://www.youtube.com/watch?v=5jUhi-2YIRA
147,Crypto Banter,Bitcoins NEW Price Trajectory Is Official! [This Happens Next],https://www.youtube.com/watch?v=j91iGTVSUwo
148,Crypto Banter,I Found &amp; REVIEWED The 7 BEST Crypto Exchanges!,https://www.youtube.com/watch?v=pAkWF5egHp0
149,Crypto Banter,If This Level Breaks It’s Over For Altcoins! (DO THIS URGENTLY),https://www.youtube.com/watch?v=VHCQwWH-4Ts
150,Jerry Banfield Crypto,40 Reasons I sold all my Bitcoin and Ethereum for Internet Computer Protocol ICP,https://www.youtube.com/watch?v=vd5ILR2wwy8
151,Jerry Banfield Crypto,From $0 to Crypto Millionaire Today without buying Bitcoin or any altcoins,https://www.youtube.com/watch?v=vMqTi0-3w38
152,Jerry Banfield Crypto,I Deleted 500 Crypto videos from YouTube today,https://www.youtube.com/watch?v=6jypeRca6mA
153,Jerry Banfield Crypto,I Bought 85 ICP Today! I&#39;ll be a Crypto Millionaire Soon!,https://www.youtube.com/watch?v=6X_aSlAUHx4
154,Jerry Banfield Crypto,Why Internet Computer (ICP) Will Change the World,https://www.youtube.com/watch?v=3aRyDCGta18
155,Jerry Banfield Crypto,Bitcoin Halving April 20! ICP price will far outperform BTC this bull market,https://www.youtube.com/watch?v=j3S1Pf0Gz4U
156,Jerry Banfield Crypto,All Crypto DeFi in EU may be forced to move to Internet Computer Protocol ICP,https://www.youtube.com/watch?v=sB4LdtqFFk8
157,Jerry Banfield Crypto,How to MAKE and SELL your OWN Crypto Coin in 2024 with Internet Computer Protocol&#39;s SNS Launchpad,https://www.youtube.com/watch?v=Ch0AEZfMvCU
158,Jerry Banfield Crypto,ICP is the ONLY crypto you can do everything 100% on chain,https://www.youtube.com/watch?v=wHZN4-iYWck
159,Jerry Banfield Crypto,I’m so bullish on ICP because it has the best technology in crypto and real Web3,https://www.youtube.com/watch?v=p36vhwzHn7E
160,Ivan on Tech,CRYPTO EXIT PLAN 2025-2026 [INSTITUTIONAL STRATEGY] - Amadeo Brands and Ivan on Tech,https://www.youtube.com/watch?v=LKxKgEhkZO8
161,Ivan on Tech,BITCOIN: ALL HOLDERS NEED TO SEE THIS!!!!! (REVERSAL HAPPENING; BOTTOM!),https://www.youtube.com/watch?v=1KdX3XFhPJw
162,Ivan on Tech,BITCOIN DUMPS MORE!!!! WTF IS GOING ON... (bullish),https://www.youtube.com/watch?v=g8W9cwgaS6k
163,Ivan on Tech,BITCOIN: OOOH YES GUYS!!!! TIME TO PAY ATTENTION....,https://www.youtube.com/watch?v=qy7b8SqEd2o
164,Ivan on Tech,BITCOIN: TIME TO PANIC!!!!? DUMPS SO FAST... BUT WHYYYYYY WHYYY,https://www.youtube.com/watch?v=2MAqWW8i-Qw
165,Ivan on Tech,BITCOIN: BIG URGENCY!!!!! EVERY HOLDER NEEDS TO SEE THIS...,https://www.youtube.com/watch?v=RZZiEiVUe1w
166,Ivan on Tech,BITCOIN READY TO SHOCK BEARS TODAY!!! (ETF surprise),https://www.youtube.com/watch?v=XS9zo29jKSg
167,Ivan on Tech,BITCOIN DUMPING FAST!!! (will it come back??),https://www.youtube.com/watch?v=Dwb4u8my4vg
168,Ivan on Tech,BREAKING: BITCOIN IS ATTEMPTING BREAKOUT!!! HOLY MOLY IT&#39;S HAPPENING,https://www.youtube.com/watch?v=2gPw_3qMwLo
169,Ivan on Tech,POLYGON 2.0 WILL CHANGE CRYPTO AS WE KNOW IT... Sandeep Nailwal Co-Founder of Polygon Interview,https://www.youtube.com/watch?v=oVV7poE44tg
170,Scott Melker,"Here’s Why You NEED To Buy Bitcoin Before Countries Start Fighting For It | Ryan Condron, Lumerin",https://www.youtube.com/watch?v=LTp1hxnT1lI
171,Scott Melker,"INCOMING $100,000 BITCOIN #bitcoin #crypto #cryptocurrency",https://www.youtube.com/watch?v=9TUfSBgdt_M
172,Scott Melker,Is The Bitcoin Rally Over?,https://www.youtube.com/watch?v=L1B73Jp_eAY
173,Scott Melker,Generational wealth with Bitcoin (How will you pass down your assets? #crypto #bitcoin #btc,https://www.youtube.com/watch?v=oRge9-iSTOc
174,Scott Melker,Bitcoin Pump Is Imminent | Macro Monday,https://www.youtube.com/watch?v=_glX-POBSk0
175,Scott Melker,Bitcoin price to TAKE OFF on this day! #Bitcoin #btc #crypto,https://www.youtube.com/watch?v=2N4Bl1SEX-A
176,Scott Melker,"JUST BUY IT, IT&#39;S THAT SIMPLE #crypto #cryptocurrency #trading",https://www.youtube.com/watch?v=1u575SCvW2E
177,Scott Melker,BE CAREFUL you will lose all your crypto gains if you do this #crypto #trading #btc,https://www.youtube.com/watch?v=pcLXO0DPQnQ
178,Scott Melker,Make easy money by doing this every four years #crypto #bullmarket #bitcoin,https://www.youtube.com/watch?v=Z98h0rjfojU
179,Scott Melker,BREAKING: Wall Street Is Hiding Meme Coin Trades!!,https://www.youtube.com/watch?v=z5_UcOYzRrI
